"key","English","Chinese","Spanish","French","Japanese","Russian"
"No, Go Back","","不结束","No, vuelve","Non, revenir en arrière","終わっていません","Нет, вернуться"
"Remove","","移除","Eliminar","Supprimer","削除する","Удалять"
"Event creator","","事件编辑器","Creador de eventos","Créateur d'événement","イベントクリエーター","Создатель событий"
"Event","","事件","Evento","Événement","イベント","Мероприятие"
"Target Country","","目标国家","País de destino","Pays cible","対象国","Целевая страна"
"Trigger Round","","触发回合","Ronda de disparo","Trigger Round","トリガーラウンド","Триггерный раунд"
"Minimum Round (anytime after this)","","最低触发回合（回合后任何时候都可以触发）","Ronda de disparo","Trigger Round","トリガーラウンド","Триггерный раунд"
"Delete Events","","删除所有事件","Eliminar eventos","Supprimer les événements","イベントを削除する","Удалить события"
"Level 1","","等级1","Nivel 1","Niveau 1","レベル1","1-й уровень"
"Level 2","","等级2","Nivel 2","Niveau 2","レベル2","Уровень 2"
"Level 3","","等级3","Nivel 3","Niveau 3","レベル3","Уровень 3"
"Level 4","","等级4","Nivel 4","Niveau 4","レベル4","Уровень 4"
"Level 5","","等级5","Nivel 5","Niveau 5","レベル5","5 уровень"
"Diplomacy","","外交","Diplomacia","Diplomatie","外交","Дипломатия"
"Health","","士兵血量","Salud","Santé","健康","Здоровье"
"Alliance to Allies/WP","","加入同盟国/华约","Alianza de aliados / WP","Alliance aux alliés / WP","同盟国/ WPへの同盟","Альянс с союзниками / WP"
"Alliance to Axis/NATO","","加入轴心国/北约","Alianza con el Eje / OTAN","Alliance à l'Axe / OTAN","Axis / NATOとの提携","Альянс с осью / НАТО"
"Alliance to Neutral","","中立","Alianza a neutral","Alliance à neutre","ニュートラルへの同盟","Альянс на нейтралитет"
"Alliance to Custom Team 1","","加入自定义阵营1","Alianza con el equipo personalizado 1","Alliance à l'équipe personnalisée 1","カスタムチーム1との提携","Альянс к специальной команде 1"
"Alliance to Custom Team 2","","加入自定义阵营2","Alianza con el equipo personalizado 2","Alliance à Custom Team 2","カスタムチーム2との提携","Альянс к специальной команде 2"
"Custom team 1","","自定义阵营1","Equipo personalizado 1","Équipe personnalisée 1","カスタムチーム1","Пользовательская команда 1"
"Custom team 2","","自定义阵营2","Equipo personalizado 2","Équipe personnalisée 2","カスタムチーム2","Пользовательская команда 2"
"Custom team 3","","自定义阵营3","Equipo personalizado 3","Équipe personnalisée 3","カスタムチーム3","Пользовательская команда 3"
"Custom team 4","","自定义阵营4","Equipo personalizado 4","Équipe personnalisée 4","カスタムチーム4","Пользовательская команда 4"
"Custom team 5","","自定义阵营5","Equipo personalizado 5","Équipe personnalisée 5","カスタムチーム5","Пользовательская команда 5"
"+100 fuel","","+100石油","+100 combustible","+100 carburant","+100燃料","+100 топлива"
"+200 fuel","","+200 石油","+200 combustible","+200 carburant","+200燃料","+200 топлива"
"+500 fuel","","+500 石油","+500 combustible","+500 carburant","+500燃料","+500 топлива"
"+1000 fuel","","+1000 石油","+1000 combustible","+1000 carburant","+1000燃料","+1000 топлива"
"+2000 fuel","","+2000 石油","+2000 combustible","+2000 carburant","+2000燃料","+2000 топлива"
"-100 fuel","","-100 石油","-100 combustible","-100 carburant","-100燃料","-100 топлива"
"-200 fuel","","-200 石油","-200 combustible","-200 carburant","-200燃料","-200 топлива"
"-500 fuel","","-500 石油","-500 de combustible","-500 carburant","-500燃料","-500 топлива"
"-1000 fuel","","-1000 石油","-1000 combustible","-1000 carburant","-1000燃料","-1000 топлива"
"-2000 fuel","","-2000 石油","-2000 combustible","-2000 carburant","-2000燃料","-2000 топлива"
"+100 manpower","","+100 人力","+100 mano de obra","+100 personnes","+100人員","+100 человек"
"+200 manpower","","+200 人力","+200 mano de obra","+200 personnes","+200人員","+200 человек"
"+500 manpower","","+500 人力","+500 mano de obra","+500 personnes","+500人員","+500 человек"
"+1000 manpower","","+1000 人力","+1000 mano de obra","+1000 hommes","+1000人員","+1000 человек"
"+2000 manpower","","+2000 人力","+2000 mano de obra","+2000 personnes","+2000人員","+2000 человек"
"-100 manpower","","-100 人力","-100 mano de obra","-100 personnes","-100人の労働力","-100 человек"
"-200 manpower","","-200 人力","-200 mano de obra","-200 personnes","-200人のマンパワー","-200 человек"
"-500 manpower","","-500 人力","-500 mano de obra","-500 personnes","-500人の人材","-500 человек"
"-1000 manpower","","-1000 人力","-1000 mano de obra","-1000 hommes","-1000人の労働力","-1000 человек"
"-2000 manpower","","-2000 人力","-2000 mano de obra","-2000 effectifs","-2000人の人材","-2000 человек"
"Round number","","回合","Redondo","Rond","円形","Круглый"
"World News","","环球时报","Noticias del Mundo","Nouvelles du Monde","世界のニュース","Мировые Hовости"
"Event title","","事件的标题","Título del evento","Titre de l'événement","イベントタイトル","Название события"
"Event description","","事件的解说","Descripción del evento","Description de l'évenement","イベントの説明","Описание события"
"+100 industry","","+100 工业","+100 industria","+100 industrie","+100業界","+100 отрасли"
"+200 industry","","+200 工业","+200 industria","+200 industrie","+200業界","+200 промышленность"
"+500 industry","","+500 工业","+500 industria","+500 industrie","+500業界","+500 промышленность"
"+1000 industry","","+1000 工业","+1000 industria","+1000 industrie","+1000業界","+1000 промышленности"
"+2000 industry","","+2000 工业","+2000 industria","+2000 industrie","+2000業界","+2000 индустрии"
"-100 industry","","-100 工业","-100 industria","-100 industrie","-100業界","-100 промышленность"
"-200 industry","","-200 工业","-200 industria","-200 industrie","-200業界","-200 промышленность"
"-500 industry","","-500 工业","-500 industria","-500 industrie","-500業界","-500 промышленность"
"-1000 industry","","-1000 工业","-1000 industria","-1000 industrie","-1000業界","-1000 промышленность"
"-2000 industry","","-2000 工业","-2000 industria","-2000 industrie","-2000年の業界","-2000 промышленности"
"+5% health","","+ 5％生命","+ 5% de salud","+ 5% de santé","+ 5％ヘルス","+ 5% здоровья"
"+10% health","","+ 10％生命","+ 10% de salud","+ 10% de santé","+ 10％ヘルス","+ 10% здоровья"
"+15% health","","+ 15％生命","+ 15% de salud","+ 15% de santé","+ 15％ヘルス","+ 15% здоровья"
"+20% health","","+ 20％生命","+ 20% de salud","+ 20% de santé","+ 20％ヘルス","+ 20% здоровья"
"+25% health","","+ 25％生命","+ 25% de salud","+ 25% de santé","+ 25％ヘルス","+ 25% здоровья"
"-5% health","","-5％生命","-5% de salud","-5% de santé","-5％の健康","-5% здоровья"
